Date,Player,Angel,Alice,Aladdin,Anger,Animal,Barbossa,Basil,Baymax,Beast,Belle,Bogo,Bo.Peep,Buzz,Calhoun,Cheshire.Cat,Colette,Dark.Wing,Dash,Davy.Jones,Donald,Ducky.Bunny,Duke.Caboom,Eeyore,Elasticgirl,Elsa,Eve,Evil.Queen,Facilier,Felix,Finnick,Flynn,Flynn.Rider,Frozone,Gaston,Genie,Gerald.M.N,Gizmo,Goliath,Gonzo,Goofy,Hades,Hank.Dory,Hercules,Hiro,Hook,Huey.D.L,Jack.Jack,Jack.Sparrow,Jafar,Jasmine,Joy,Judy.Hopps,Jumba,Kida,King.Louie,Kristoff.Sven,Launchpad,Linguini,Li.Shang,Madam.Mim,Mad.Hatter,Magica,Maleficent,Maximus,Megara,Megavolt,Merida,Merlin,Mickey,Miguel,Mike,Minnie,Miss.Piggy,Moana,Mr.Incredible,Mulan,Mushu,Nick.Wilde,Olaf,Oogie,Peter.Pan,Pleakley,Pooh,Powerline,Quorra,Queen.of.Hearts,Rafiki,Randall,Rapunzel,Rex,Robin.Hood,Scar,Scrooge,Shank,Shan.Yu,Simba.Nala,Stitch,Sulley,Syndrome,Tia.Dalma,Tigger,Timon.Pumbaa,Tron,Ursula,Violet,WallE,Woody,Yax,Yzma,Zurg
2020-02,aloch/disney.adults,,,,,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,ma,,,,,,,,,,,,,
2020-02,aloch/disney.adults/c,,,,,go,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,st,,,,,,,,
2020-02,aloch/disney.adults/c,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,aloch/disney.adults/c,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,je,,,,,ba,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,aloch/disney.adults/c,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,aloch/disney.adults/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,je,,,,,ba,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,aloch/disney.adults/c,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,ma,,,,,,,,,,,,,
2020-02,anjo/disney.brasil,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,aquababy/for.ever.friends,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,sh,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,aragwaen/french.fusion,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,art/den.of.dragons/c,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,qh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,art/den.of.dragons/c,,,,,,,,,su,,,wo,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,art/den.of.dragons/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,du,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,st,,,,,,,,
2020-02,askalz/disney.hero,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,askalz/disney.hero/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,askalz/disney.hero/c,,,,zu,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,askalz/disney.hero/c,,,,,wa,,,,su,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-02,aso/french.fusion,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,aso/la.fine.equipe,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,aso/la.fine.equipe,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,mo,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,aso/la.fine.equipe,,,,,,,,,su,,,,,,,,,,,,me,,,,,,,,,,,none,,,,,,,,,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,badan/goofyteam,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,be.my.kalentine/den.of.dragons,,,,,go,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,,yz,,,,,,,,,,,,,,,,,,,,,,
2020-02,bear.necessities/dark.ninjas,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,al,,,,,,,,,,,,,,,,fi,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,bear.necessities/dark.ninjas/c,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,hi,,,,,,,,,zu,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-02,bear.necessities/dark.ninjas/c,,,,,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,bear.necessities/dark.ninjas/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,beardog/overwatch,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,ga,ja,,,,,,,,,,,,,,,,,,,,,
2020-02,beyms/pinoy.all.star,,,,,go,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,beyms/pinoy.all.star,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,black.widow.s11/old.school,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,boody/flower.power,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,brayden/glitches,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,brayden/glitches/c,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,oo,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,brayden/glitches/c,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,ga,,,,,,,,ro,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brayden/glitches/c,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,brl.giacobbo/br.legends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,brl.hc/br.legends,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,mo,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,bro.gariette/the.brotherhood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,bro.gariette/the.brotherhood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.alexp/the.yolohood,,,,zu,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,brother.alexp/the.yolohood,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,brother.alexp/the.yolohood,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.alexp/the.yolohood,,,,,wa,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,brother.alexp/the.yolohood/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.alexp/the.yolohood/c,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,zu,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,brother.alexp/the.yolohood/c,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,brother.fred/the.yolohood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,brother.fred/the.yolohood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.fred/the.yolohood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.fred/the.yolohood,,,,,,,,,su,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,
2020-02,brother.fred/the.yolohood,,,,,,,,ol,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.john/the.brotherhood,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.john/the.yolohood,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,brother.john/the.yolohood,,,,,,,,,,,,,,,,,,vi,,,me,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,brother.john/the.yolohood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,oo,,,,,,,,,,,,,,,,,,,,ra,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,brother.meliodas/the.yolohood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,do,,,,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,bruce.lee/imbalance,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,bruce.lee/imbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,zu,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,buhawi/pinoy.all.star,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,buhawi/pinoy.all.star,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,candy.for.kitty/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,candygirl/silver.moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,ho,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,mi,
2020-02,candygirl/silver.moon,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,candygirl/silver.moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,ja,,,,,,,,,,,,,,,,,,,,mi,
2020-02,capitan.meliodas/jalisco.mexico,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,capitao.m8/glitches,,,,,wa,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,al,,,,,,,yz,,,,,,,,,,,,,,,,,,,,,,
2020-02,captain.america/french.fusion,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,captain.dory/ensemble.reborn,,,,,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,sc,,,,,,,,
2020-02,captain.dory/old.school,,,,,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,captain.meliodas/jalisco.mexico,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,carma92/disney.hunters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,carma92/disney.hunters,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,he,,,,,,,,,,,,,,,,,
2020-02,carma92/disney.hunters,,,,,go,,,,,,,,,,,,,,,sc,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ra,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,carmaux/glitches/c,,,ge,,,,,,su,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,ev,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,carmaux/glitches/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,ho,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,mi,
2020-02,carmaux/glitches/c,,,,,,,,,,,,,,,,,,,,,ti,,,,,,,,,,,,,,,,,,,,ja,,,,ba,,,,,,,,,,,,,,,oo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ra,,,,,
2020-02,cassandrarae/toy.soldiers,,,,,,,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,al,,,,,,,yz,,,,,,,,,,,,,,,,,,,,,,
2020-02,cassandrarae/toy.soldiers/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,yz,ja,,,ma,,,,,,,,,,,,,,,,,,
2020-02,cassandrarae/toy.soldiers/c,,,ge,,,,,,,,,jo,,,,,,,,,ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,cassandrarae/toy.soldiers/c,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,,al,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re
2020-02,causinaffliction/glitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,champion.kitty/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,ur,,al,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,chancellor.nate/dens.of.dragons,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,sc,,,,,,,,
2020-02,cheef/horde,,,,,,,,,,,,,,,,,,vi,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,sc,,,,,,,,
2020-02,chels/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-02,chocolatebudz,,,,,,,,,,,,,,,,,,,,,,,,va,,,,,,,,,mr,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ra,ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,chocolatebudz,,,,none,,,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re
2020-02,chocolatebudz,,,,,,,,,su,,,,,,,,,,,,ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,fr,,
2020-02,cocacolasanssucr/flower.power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,,,,,,,,ga,,,,ma,,,,,,,,,,,,,,,,,,
2020-02,cri.para/border.security,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,do,,,,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-02,cri.para/border.security/c,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,do,,,,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,cri.para/border.security/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zu,,,,,,,,,,,,,,,,,,,,,ja,,,,,,hu,,,,,,,,,,,,,,,,,
2020-02,cri.para/border.security/c,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-02,cri.para/border.security/c,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,hu,,,,,,,,,,,,,,,,,
2020-02,cri.para/border.security/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,,,,,,,oo,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,hu,mh,,,,,,,,,,,,,
2020-02,cri.para/border.security/c,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,do,,,,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-02,cuzzy/the.yolohood,,,,,go,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
